id	lg_id	name	code	province_id	district_id	_LEGACY_old_lg_id	centroid
LG-32117	LG-32117	Matara MC	117	LK-3	LK-32	LG-32015	[5.953376, 80.538005]
LG-32118	LG-32118	Weligama UC	118	LK-3	LK-32	LG-32013	[5.970843, 80.422032]
LG-32119	LG-32119	Pitabeddara PS	119	LK-3	LK-32	LG-32001	[6.239243, 80.472722]
LG-32120	LG-32120	Kotapola PS	120	LK-3	LK-32	LG-32002	[6.322861, 80.539399]
LG-32121	LG-32121	Kirinda Puhulwella PS	121	LK-3	LK-32	LG-32011	[6.04612, 80.637126]
LG-32122	LG-32122	Mulatiyana PS	122	LK-3	LK-32	LG-32004	[6.146915, 80.586508]
LG-32123	LG-32123	Pasgoda PS	123	LK-3	LK-32	LG-32003	[6.275885, 80.608357]
LG-32124	LG-32124	Athuraliya PS	124	LK-3	LK-32	LG-32005	[6.117276, 80.508634]
LG-32125	LG-32125	Akuressa PS	125	LK-3	LK-32	LG-32006	[6.135035, 80.439998]
LG-32126	LG-32126	Malimbada PS	126	LK-3	LK-32	LG-32008	[6.019429, 80.498261]
LG-32127	LG-32127	Hakmana PS	127	LK-3	LK-32	LG-32010	[6.094866, 80.65004]
LG-32128	LG-32128	Kamburupitiya PS	128	LK-3	LK-32	LG-32009	[6.066378, 80.561383]
LG-32129	LG-32129	Thihagoda PS	129	LK-3	LK-32	LG-32012	[6.009613, 80.560316]
LG-32130	LG-32130	Devinuwara PS	130	LK-3	LK-32	LG-32016	[5.975777, 80.614817]
LG-32131	LG-32131	Dickwella PS	131	LK-3	LK-32	LG-32017	[5.985144, 80.673631]
LG-32132	LG-32132	Matara PS	132	LK-3	LK-32	LG-32014	[5.96997, 80.57963]
LG-32133	LG-32133	Weligama PS	133	LK-3	LK-32	LG-32007	[5.99903, 80.441518]
LG-33134	LG-33134	Hambantota MC	134	LK-3	LK-33	LG-33005	[6.166069, 81.124905]
LG-33135	LG-33135	Tangalle UC	135	LK-3	LK-33	LG-33012	[6.031009, 80.794902]
LG-33136	LG-33136	Weeraketiya PS	136	LK-3	LK-33	LG-33008	[6.167316, 80.742858]
LG-33137	LG-33137	Katuwana PS	137	LK-3	LK-33	LG-33009	[6.241719, 80.694113]
LG-33138	LG-33138	Beliatta PS	138	LK-3	LK-33	LG-33010	[6.051035, 80.72053]
LG-33139	LG-33139	Tangalle PS	139	LK-3	LK-33	LG-33011	[6.072751, 80.826762]
LG-33140	LG-33140	Angunakolapelessa PS	140	LK-3	LK-33	LG-33007	[6.19318, 80.851912]
LG-33141	LG-33141	Ambalantota PS	141	LK-3	LK-33	LG-33006	[6.161052, 80.963092]
LG-33142	LG-33142	Thissamaharama PS	142	LK-3	LK-33	LG-33003	[6.380423, 81.45357]
LG-33143	LG-33143	Sooriyawewa PS	143	LK-3	LK-33	LG-33001	[6.291738, 81.014106]
LG-33144	LG-33144	Hambantota PS	144	LK-3	LK-33	LG-33004	[6.217265, 81.120521]
LG-33145	LG-33145	Lunugamwehera PS	145	LK-3	LK-33	LG-33002	[6.33206, 81.166344]
LG-41146	LG-41146	Jaffna MC	146	LK-4	LK-41	LG-41015	[9.667781, 80.029396]
LG-41147	LG-41147	Valvettithurai UC	147	LK-4	LK-41	LG-41009	[9.818653, 80.153699]
LG-41148	LG-41148	Point Pedro UC	148	LK-4	LK-41	LG-41011	[9.820361, 80.241603]
LG-41149	LG-41149	Chavakachcheri UC	149	LK-4	LK-41	LG-41013	[9.666668, 80.16299]
LG-41150	LG-41150	Karainagar PS	150	LK-4	LK-41	LG-41002	[9.735372, 79.875397]
LG-41151	LG-41151	Kayts PS	151	LK-4	LK-41	LG-41001	[9.675509, 79.849934]
LG-41152	LG-41152	Delft PS	152	LK-4	LK-41	LG-41017	[9.510374, 79.687714]
LG-41153	LG-41153	Velanai PS	153	LK-4	LK-41	LG-41016	[9.621494, 79.892911]
LG-41154	LG-41154	Valikamam West PS	154	LK-4	LK-41	LG-41003	[9.741462, 79.945935]
LG-41155	LG-41155	Walikamam North PS	155	LK-4	LK-41	LG-41005	[9.788953, 80.040743]
LG-41156	LG-41156	Walikamam South West PS	156	LK-4	LK-41	LG-41004	[9.750608, 79.980903]
LG-41157	LG-41157	Walikamam South PS	157	LK-4	LK-41	LG-41006	[9.744412, 80.034442]
LG-41158	LG-41158	Walikamam East PS	158	LK-4	LK-41	LG-41007	[9.740129, 80.093314]
LG-41159	LG-41159	Wadamarachchi South West PS	159	LK-4	LK-41	LG-41008	[9.779397, 80.18617]
LG-41160	LG-41160	Point Pedro PS	160	LK-4	LK-41	LG-41010	[9.65496, 80.373028]
LG-41161	LG-41161	Chawakachcheri PS	161	LK-4	LK-41	LG-41012	[9.673837, 80.194208]
LG-41162	LG-41162	Nallur PS	162	LK-4	LK-41	LG-41014	[9.665833, 80.056917]
LG-42166	LG-42166	Mannar UC	166	LK-4	LK-42	LG-42002	[8.979362, 79.896172]
LG-42167	LG-42167	Mannar PS	167	LK-4	LK-42	LG-42001	[8.992361, 79.885553]
LG-42168	LG-42168	Nanattan PS	168	LK-4	LK-42	LG-42004	[8.790805, 80.065239]
LG-42169	LG-42169	Musali PS	169	LK-4	LK-42	LG-42005	[8.676405, 80.020706]
LG-42170	LG-42170	Manthai West PS	170	LK-4	LK-42	LG-42003	[8.963867, 80.167526]
LG-43171	LG-43171	Vavuniya MC	171	LK-4	LK-43	LG-43004	[8.755121, 80.493757]
LG-43172	LG-43172	Vavuniya North PS	172	LK-4	LK-43	LG-43001	[9.007359, 80.568786]
LG-43173	LG-43173	Vengalasettikulam PS	173	LK-4	LK-43	LG-43005	[8.692202, 80.296924]
LG-43174	LG-43174	Vavuniya South Tamil PS	174	LK-4	LK-43	LG-43003	[8.838141, 80.454455]
LG-43175	LG-43175	Vavuniya South Sinhala PS	175	LK-4	LK-43	LG-43002	[8.736457, 80.513666]
LG-44176	LG-44176	Manthai East PS	176	LK-4	LK-44	LG-44002	[9.052861, 80.309584]
LG-44177	LG-44177	Thunukkai PS	177	LK-4	LK-44	LG-44001	[9.221403, 80.286938]
LG-44178	LG-44178	Puthukkudiyiruppu PS	178	LK-4	LK-44	LG-44003	[9.211583, 80.580966]
LG-44179	LG-44179	Maritime Pattu PS	179	LK-4	LK-44	LG-44004	[9.146073, 80.79507]
LG-45163	LG-45163	Pachchilaippalli PS	163	LK-4	LK-45	LG-45001	[9.587893, 80.35663]
LG-45164	LG-45164	Karachchi PS	164	LK-4	LK-45	LG-45002	[9.401568, 80.41834]
LG-45165	LG-45165	Poonakary PS	165	LK-4	LK-45	LG-45003	[9.383997, 80.180377]
LG-51180	LG-51180	Batticaloa MC	180	LK-5	LK-51	LG-51006	[7.723674, 81.688092]
LG-51181	LG-51181	Eravur UC	181	LK-5	LK-51	LG-51005	[7.777229, 81.605243]
LG-51182	LG-51182	Kaththankudi UC	182	LK-5	LK-51	LG-51008	[7.682748, 81.73212]
LG-51183	LG-51183	Eravur Pattu PS	183	LK-5	LK-51	LG-51004	[7.710045, 81.468166]
LG-51184	LG-51184	Koralai Pattu PS	184	LK-5	LK-51	LG-51003	[7.850668, 81.407268]
LG-51185	LG-51185	Koralai Pattu West PS	185	LK-5	LK-51	LG-51002	[7.907034, 81.346746]
LG-51186	LG-51186	Koralai Pattu North PS	186	LK-5	LK-51	LG-51001	[8.081887, 81.393803]
LG-51187	LG-51187	Manmunai South And Eruvil Pattu PS	187	LK-5	LK-51	LG-51012	[7.521669, 81.791306]
LG-51188	LG-51188	Manmunai Pattu PS	188	LK-5	LK-51	LG-51009	[7.639401, 81.753366]
LG-51189	LG-51189	Manmunai West PS	189	LK-5	LK-51	LG-51007	[7.632148, 81.597281]
LG-51190	LG-51190	Mamunai South West PS	190	LK-5	LK-51	LG-51010	[7.564352, 81.654595]
LG-51191	LG-51191	Porthivu Pattu PS	191	LK-5	LK-51	LG-51011	[7.499589, 81.706805]
LG-52192	LG-52192	Kalmunai MC	192	LK-5	LK-52	LG-52009	[7.413089, 81.821285]
LG-52193	LG-52193	Akkaraipattu MC	193	LK-5	LK-52	LG-52015	[7.229947, 81.846879]
LG-52194	LG-52194	Ampara UC	194	LK-5	LK-52	LG-52006	[7.290724, 81.665222]
LG-52195	LG-52195	Dehiaththakandiya PS	195	LK-5	LK-52	LG-52001	[7.623936, 81.086794]
LG-52196	LG-52196	Damana PS	196	LK-5	LK-52	LG-52017	[7.136161, 81.626377]
LG-52197	LG-52197	Uhana PS	197	LK-5	LK-52	LG-52004	[7.397683, 81.594146]
LG-52198	LG-52198	Mahaoya PS	198	LK-5	LK-52	LG-52003	[7.562786, 81.348753]
LG-52199	LG-52199	Namaloya PS	199	LK-5	LK-52	LG-52005	[7.265495, 81.578455]
LG-52200	LG-52200	Padiyathalawa PS	200	LK-5	LK-52	LG-52002	[7.426948, 81.262254]
LG-52201	LG-52201	Navithanveli PS	201	LK-5	LK-52	LG-52007	[7.41321, 81.765564]
LG-52202	LG-52202	Sammanthurai PS	202	LK-5	LK-52	LG-52008	[7.327002, 81.763832]
LG-52203	LG-52203	Irakkamam PS	203	LK-5	LK-52	LG-52013	[7.24242, 81.729815]
LG-52204	LG-52204	Akkaraipattu PS	204	LK-5	LK-52	LG-52014	[7.213937, 81.775604]
LG-52205	LG-52205	Potuvil PS	205	LK-5	LK-52	LG-52019	[6.941704, 81.800157]
LG-52206	LG-52206	Addalachchenai PS	206	LK-5	LK-52	LG-52012	[7.273512, 81.821379]
LG-52207	LG-52207	Alayadiwembu PS	207	LK-5	LK-52	LG-52016	[7.177989, 81.801897]
LG-52208	LG-52208	Lahugala PS	208	LK-5	LK-52	LG-52020	[6.751389, 81.698623]
LG-52209	LG-52209	Karaitheevu PS	209	LK-5	LK-52	LG-52010	[7.371218, 81.836975]
LG-52210	LG-52210	Ninthavur PS	210	LK-5	LK-52	LG-52011	[7.331614, 81.840911]
LG-52211	LG-52211	Thirukkovil PS	211	LK-5	LK-52	LG-52018	[7.0767, 81.773098]
LG-53212	LG-53212	Trincomalee MC	212	LK-5	LK-53	LG-53006	[8.57113, 81.226551]
LG-53213	LG-53213	Kinniya UC	213	LK-5	LK-53	LG-53010	[8.487345, 81.187353]
LG-53214	LG-53214	Verugal PS	214	LK-5	LK-53	LG-53013	[8.297137, 81.347396]
LG-53215	LG-53215	Seruwila PS	215	LK-5	LK-53	LG-53012	[8.298205, 81.251466]
LG-53216	LG-53216	Kanthale PS	216	LK-5	LK-53	LG-53008	[8.345954, 81.056715]
LG-53217	LG-53217	Morawewa PS	217	LK-5	LK-53	LG-53004	[8.620077, 81.022286]
LG-53218	LG-53218	Gomarankadawala PS	218	LK-5	LK-53	LG-53003	[8.745845, 80.959443]
LG-53219	LG-53219	Padavi Sri Pura PS	219	LK-5	LK-53	LG-53001	[8.915612, 80.85212]
LG-53220	LG-53220	Trincomalee Town And Gravets PS	220	LK-5	LK-53	LG-53005	[8.584563, 81.16915]
LG-53221	LG-53221	Kuchchaveli PS	221	LK-5	LK-53	LG-53002	[8.80817, 81.047854]
LG-53222	LG-53222	Thambalagamuwa PS	222	LK-5	LK-53	LG-53007	[8.492791, 81.049535]
LG-53223	LG-53223	Muttur PS	223	LK-5	LK-53	LG-53011	[8.430437, 81.290462]
LG-53224	LG-53224	Kinniya PS	224	LK-5	LK-53	LG-53009	[8.429303, 81.16197]
LG-61225	LG-61225	Kurunegala MC	225	LK-6	LK-61	LG-61012	[7.487216, 80.364765]
LG-61226	LG-61226	Kuliyapitiya UC	226	LK-6	LK-61	LG-61017	[7.468898, 80.03536]
LG-61227	LG-61227	Giribawa PS	227	LK-6	LK-61	LG-61001	[8.104213, 80.183692]
LG-61228	LG-61228	Galgamuwa PS	228	LK-6	LK-61	LG-61002	[7.997588, 80.296809]
LG-61229	LG-61229	Polpithigama PS	229	LK-6	LK-61	LG-61005	[7.803197, 80.427562]
LG-61230	LG-61230	Nikaweratiya PS	230	LK-6	LK-61	LG-61004	[7.80372, 80.104124]
LG-61231	LG-61231	Kobeigane PS	231	LK-6	LK-61	LG-61008	[7.684314, 80.100883]
LG-61232	LG-61232	Mahawa PS	232	LK-6	LK-61	LG-61003	[7.841671, 80.267025]
LG-61233	LG-61233	Ibbagamuwa PS	233	LK-6	LK-61	LG-61006	[7.633611, 80.43063]
LG-61234	LG-61234	Wariyapola PS	234	LK-6	LK-61	LG-61007	[7.621638, 80.244193]
LG-61235	LG-61235	Panduwasnuwara PS	235	LK-6	LK-61	LG-61010	[7.584056, 80.101992]
LG-61236	LG-61236	Bingiriya PS	236	LK-6	LK-61	LG-61009	[7.606987, 79.969112]
LG-61237	LG-61237	Udubaddawa PS	237	LK-6	LK-61	LG-61018	[7.480298, 79.947132]
LG-61238	LG-61238	Pannala PS	238	LK-6	LK-61	LG-61019	[7.36268, 80.031353]
LG-61239	LG-61239	Kuliyapitiya PS	239	LK-6	LK-61	LG-61016	[7.471831, 80.102546]
LG-61240	LG-61240	Alawwa PS	240	LK-6	LK-61	LG-61021	[7.328946, 80.217342]
LG-61241	LG-61241	Narammala PS	241	LK-6	LK-61	LG-61020	[7.398001, 80.193654]
LG-61242	LG-61242	Polgahawela PS	242	LK-6	LK-61	LG-61015	[7.418582, 80.291438]
LG-61243	LG-61243	Kurunegala PS	243	LK-6	LK-61	LG-61011	[7.510827, 80.357652]
LG-61244	LG-61244	Mawathagama PS	244	LK-6	LK-61	LG-61013	[7.425132, 80.446323]
LG-61245	LG-61245	Rideegama PS	245	LK-6	LK-61	LG-61014	[7.517394, 80.518851]
LG-62246	LG-62246	Puttalam MC	246	LK-6	LK-62	LG-62006	[8.033556, 79.847099]
LG-62247	LG-62247	Chilaw UC	247	LK-6	LK-62	LG-62009	[7.578889, 79.793913]
LG-62248	LG-62248	Kalpitiya PS	248	LK-6	LK-62	LG-62001	[8.022241, 79.75942]
LG-62249	LG-62249	Puttalam PS	249	LK-6	LK-62	LG-62005	[7.956661, 79.853871]
LG-62250	LG-62250	Wanathawilluwa PS	250	LK-6	LK-62	LG-62002	[8.342887, 79.910412]
LG-62251	LG-62251	Karuwalagaswewa PS	251	LK-6	LK-62	LG-62003	[8.119794, 80.000451]
LG-62252	LG-62252	Nawagattegama PS	252	LK-6	LK-62	LG-62004	[8.011946, 80.088244]
LG-62253	LG-62253	Anamaduwa PS	253	LK-6	LK-62	LG-62008	[7.852192, 79.956937]
LG-62254	LG-62254	Arachchikattuwa PS	254	LK-6	LK-62	LG-62007	[7.697936, 79.851339]
LG-62255	LG-62255	Chilaw PS	255	LK-6	LK-62	LG-62010	[7.547583, 79.853887]
LG-62256	LG-62256	Nattandiya PS	256	LK-6	LK-62	LG-62011	[7.425416, 79.862468]
LG-62257	LG-62257	Wennappuwa PS	257	LK-6	LK-62	LG-62012	[7.322127, 79.887986]
LG-71258	LG-71258	Anuradhapura MC	258	LK-7	LK-71	LG-71005	[8.338613, 80.406112]
LG-71259	LG-71259	Medawachchiya PS	259	LK-7	LK-71	LG-71003	[8.588659, 80.496943]
LG-71260	LG-71260	Rambewa PS	260	LK-7	LK-71	LG-71006	[8.475728, 80.550657]
LG-71261	LG-71261	Kebithigollewa PS	261	LK-7	LK-71	LG-71002	[8.717653, 80.70923]
LG-71262	LG-71262	Padaviya PS	262	LK-7	LK-71	LG-71001	[8.851961, 80.784529]
LG-71263	LG-71263	Kahatagasdigiliya PS	263	LK-7	LK-71	LG-71007	[8.422803, 80.7116]
LG-71264	LG-71264	Horowpothana PS	264	LK-7	LK-71	LG-71008	[8.51213, 80.850711]
LG-71265	LG-71265	Galenbindunuweva PS	265	LK-7	LK-71	LG-71009	[8.266313, 80.706992]
